car,price,body,mileage,engV,engType,registration,year,model,drive
Mercedes-Benz,26800,sedan,162,5.5,Petrol,yes,2007,S 500,full
Skoda,21500,sedan,64,1.8,Petrol,yes,2013,Superb,front
Renault,10850,crossover,103,2.5,Gas,yes,2010,Koleos,full
Bentley,117000,sedan,830,6,Petrol,yes,2011,Flying Spur,full
Mazda,15000,sedan,78,2,Petrol,yes,2010,6,front
Mazda,16000,sedan,47,2,Petrol,yes,2011,6,front
Mazda,7700,sedan,121,1.6,Petrol,yes,2007,3,front
Honda,9300,sedan,135,1.4,Other,yes,2008,Civic,front
Land Rover,39700,crossover,87,NA,Petrol,yes,2010,Range Rover,full
Renault,8250,sedan,148,NA,Other,yes,2011,Kangoo Ô‡ÒÒ.,
Kia,14500,sedan,91,2,Petrol,yes,2013,Cerato,front
Land Rover,84999,crossover,81,5,Petrol,yes,2013,Range Rover,full
Nissan,16800,crossover,52,1.6,Petrol,yes,2013,Qashqai,
Kia,13460.265,hatch,1,1.6,Petrol,yes,2016,Ceed,front
Nissan,16800,crossover,52,1.6,Petrol,yes,2013,Qashqai,
Volkswagen,8800,van,240,1.9,Diesel,yes,2003,T5 (Transporter) Ô‡ÒÒ.,front
Mitsubishi,9500,crossover,150,2,Gas,yes,2007,Outlander,full
Toyota,14500,other,82,2,Gas,yes,2007,Rav 4,full
Renault,11500,van,160,1.5,Diesel,yes,2010,Grand Scenic,front
Volkswagen,9000,van,181,1.6,Diesel,yes,2011,Caddy „ÛÁ.,front
Toyota,12800,sedan,123,3.5,Petrol,yes,2007,Camry,front
Mercedes-Benz,10200,sedan,174,2.6,Gas,yes,2001,E-Class,rear
BMW,69999,crossover,1,2,Petrol,yes,2016,X5,full
Mercedes-Benz,0,crossover,0,3,Petrol,yes,2016,GLE-Class,full
Nissan,13300,crossover,87,2,Gas,yes,2011,Qashqai,front
BMW,42000,sedan,59,4.4,Petrol,yes,2009,750,rear
Toyota,18800,crossover,105,2,Gas,yes,2011,Rav 4,full
Honda,7500,other,165,2.4,Petrol,yes,2005,Accord,front
Mercedes-Benz,7300,van,207,2.2,Diesel,yes,2003,Vito Ô‡ÒÒ.,front
BMW,29999,other,73,2,Petrol,yes,2012,320,rear
Volkswagen,17500,vagon,160,1.4,Petrol,yes,2011,Passat B7,front
Renault,9200,vagon,155,1.5,Diesel,yes,2010,Clio,front
BYD,12800,crossover,42,2.4,Gas,yes,2013,S6,front
Ford,8599,van,150,1.8,Diesel,yes,2010,Transit Connect Ô‡ÒÒ.,front
Volkswagen,21000,other,93,2,Diesel,yes,2012,Passat B7,front
Jeep,27500,crossover,250,3,Diesel,yes,2012,Grand Cherokee,full
Suzuki,10500,crossover,92,2,Petrol,yes,2006,Grand Vitara,full
Volkswagen,7500,van,180,2.5,Diesel,yes,2004,T5 (Transporter) „ÛÁ,front
Hyundai,21400,crossover,63,2,Diesel,yes,2012,IX35,full
Nissan,14200,hatch,23,NA,Other,yes,2014,Leaf,front
Nissan,11999,crossover,113,3.5,Gas,yes,2005,Murano,full
Mercedes-Benz,28000,other,12,1.8,Petrol,yes,2013,C-Class,
Land Rover,52900,crossover,25,NA,Petrol,yes,2012,Range Rover Sport,full
Suzuki,12000,hatch,87,1.6,Gas,yes,2011,SX4,front
Audi,21800,vagon,172,2,Diesel,yes,2011,A4,front
Audi,0,sedan,62,3,Petrol,yes,2013,A8,full
Hyundai,12650,other,55,1.4,Diesel,yes,2013,i30,front
BMW,10800,sedan,288,4.4,Gas,yes,2002,745,rear
Porsche,49999,crossover,65,3.6,Petrol,yes,2012,Cayenne,full
Land Rover,43999,crossover,56,2.2,Diesel,yes,2013,Range Rover Evoque,full
Chevrolet,5650,sedan,140,1.6,Petrol,yes,2006,Lacetti,front
Mazda,6700,other,123,1.6,Petrol,yes,2009,3,front
BMW,7000,sedan,280,3,Petrol,yes,2001,530,rear
Subaru,12700,crossover,130,3,Gas,yes,2007,Tribeca,full
Mercedes-Benz,7450,sedan,219,2,Petrol,yes,2000,C-Class,rear
Toyota,10500,sedan,82,NA,Petrol,yes,2010,Corolla,front
Toyota,28900,crossover,83,NA,Petrol,yes,2012,Highlander,full
Toyota,10500,sedan,124,1.8,Petrol,yes,2008,Avensis,front
Audi,7500,vagon,240,2,Petrol,yes,2002,A4,front
Toyota,14100,hatch,67,1.6,Petrol,yes,2012,Auris,front
Infiniti,14200,crossover,129,3.5,Petrol,yes,2004,FX 35,full
Toyota,13300,sedan,158,2,Gas,yes,2009,Avensis,front
Mercedes-Benz,11200,other,198,6,Petrol,yes,2004,S 600,rear
Mercedes-Benz,11200,sedan,198,6,Petrol,yes,2004,S 600,rear
Infiniti,13200,crossover,160,3.5,Petrol,yes,2003,FX 35,full
Mitsubishi,4999,sedan,60,1.6,Petrol,yes,2007,Lancer,front
Mazda,12850,crossover,125,99.99,Other,yes,2009,CX-7,full
Toyota,18900,crossover,161,2.7,Gas,yes,2005,Land Cruiser Prado,full
Subaru,19900,vagon,118,2.5,Petrol,yes,2013,Outback,full
Volkswagen,0,sedan,381,2.5,Diesel,yes,2000,T4 (Transporter) „ÛÁ,
Land Rover,22999,crossover,167,4.2,Gas,yes,2006,Range Rover Evoque,full
Ford,6500,hatch,97,1.4,Petrol,yes,2008,Fusion,front
Honda,11000,sedan,142,2.4,Petrol,yes,2008,Accord,front
Skoda,8699,hatch,122,1.6,Petrol,yes,2009,Octavia Tour,front
BMW,4500,sedan,140,3,Diesel,no,2000,530,rear
Mitsubishi,12800,crossover,153,1.6,Gas,yes,2011,ASX,front
Audi,30999,sedan,108,2,Diesel,yes,2013,A6,front
Skoda,19200,sedan,60,1.4,Petrol,yes,2015,Octavia A7,front
BMW,1700,sedan,200,2,Diesel,no,2003,320,rear
BMW,50499,sedan,128,3,Diesel,yes,2013,730,full
BMW,18500,sedan,79,3,Diesel,no,2012,530,rear
Audi,90999,sedan,4,3,Diesel,yes,2015,A8,full
Audi,85555,sedan,40,3,Diesel,yes,2015,A8,full
Volkswagen,14899,van,158,2,Diesel,yes,2012,T5 (Transporter) „ÛÁ,front
Audi,2500,vagon,300,2.5,Diesel,no,2002,A6,front
Toyota,23200,crossover,160,4,Petrol,yes,2008,Land Cruiser Prado,full
Subaru,10700,vagon,120,2.5,Petrol,yes,2006,Outback,full
Mazda,11800,crossover,165,2.3,Petrol,yes,2008,CX-7,front
Hyundai,13400,crossover,157,2.7,Gas,yes,2006,Santa FE,full
Honda,15000,sedan,129,2.4,Gas,yes,2010,Accord,front
Chevrolet,5444,sedan,120,1.6,Gas,yes,2007,Aveo,front
Volkswagen,28500,other,38,2,Diesel,yes,2015,Tiguan,full
Toyota,30990,crossover,68,2.7,Gas,yes,2012,Land Cruiser Prado,full
Honda,12200,sedan,185,2.4,Gas,yes,2008,Accord,front
Mercedes-Benz,199999,crossover,0,5.5,Petrol,yes,2016,GLS 63,full
Toyota,18600,hatch,73,1.6,Petrol,yes,2013,Auris,front
Mercedes-Benz,109999,van,0,2.2,Diesel,yes,2016,V 250,full
Hyundai,21700,crossover,63,2.2,Diesel,yes,2012,Santa FE,full
Skoda,0,vagon,98,1.6,Diesel,yes,2012,Octavia A5,front
Honda,18900,crossover,88,2,Petrol,yes,2011,CR-V,full
Toyota,17900,crossover,133,2.7,Gas,yes,2007,Land Cruiser Prado,full
Honda,13000,sedan,116,NA,Petrol,yes,2007,Accord,front
BMW,12000,sedan,237,3,Diesel,yes,2003,530,rear
Hyundai,26900,crossover,59,2.4,Petrol,yes,2013,Santa FE,
Hyundai,18300,hatch,0,1.4,Petrol,yes,2016,i20,front
Volkswagen,9800,other,117,1.6,Diesel,yes,2014,Caddy „ÛÁ.,front
BMW,19990,sedan,1,2,Diesel,yes,2008,320,rear
Jeep,27500,crossover,93,6.1,Petrol,yes,2007,Grand Cherokee,full
Volkswagen,11900,other,112,2,Diesel,yes,2011,T6 (Transporter) „ÛÁ,front
Lexus,14500,crossover,223,3.3,Petrol,yes,2003,RX 330,full
Land Rover,25300,crossover,127,3.6,Diesel,yes,2007,Range Rover,full
Nissan,7600,sedan,178,2,Gas,yes,2004,Maxima,front
BMW,3500,sedan,185,2,Diesel,no,2002,320,rear
BMW,9700,sedan,267,2,Diesel,yes,2002,320,rear
Chevrolet,4100,sedan,208,1.5,Gas,yes,2004,Aveo,front
Mitsubishi,7700,sedan,135,2,Gas,yes,2007,Lancer,front
Fiat,12500,van,92,1.4,Gas,yes,2013,Doblo Ô‡ÒÒ.,front
Subaru,6200,sedan,230,1.6,Petrol,yes,2003,Impreza,front
Infiniti,36900,crossover,82,3,Diesel,yes,2012,FX 30,full
Toyota,16200,crossover,219,2.7,Petrol,yes,2006,Land Cruiser Prado,full
Hyundai,12500,crossover,134,2.7,Gas,yes,2007,Santa FE,full
Fiat,7200,vagon,107,1.3,Diesel,yes,2008,Doblo Ô‡ÒÒ.,front
Opel,8900,hatch,160,1.23,Petrol,yes,2011,Corsa,front
Mercedes-Benz,6800,sedan,286,NA,Other,yes,2000,E-Class,
Renault,8300,van,141,2,Diesel,yes,2011,Trafic „ÛÁ.,front
Mercedes-Benz,16800,van,116,2.2,Diesel,yes,2013,Vito Ô‡ÒÒ.,full
Volkswagen,6800,vagon,160,2.8,Petrol,yes,2001,Sharan,front
Subaru,8700,hatch,118,1.5,Petrol,yes,2008,Impreza,full
BMW,27900,sedan,170,3,Petrol,yes,2011,530,rear
Mercedes-Benz,43500,other,51,3,Diesel,yes,2014,E-Class,rear
Mitsubishi,20300,other,30,NA,Diesel,yes,2014,L 200,full
Mercedes-Benz,86000,crossover,3,3,Diesel,yes,2016,GLS 350,full
Suzuki,14300,crossover,77,2.4,Petrol,yes,2010,Grand Vitara,full
Hyundai,19700,crossover,127,2.2,Diesel,yes,2012,Santa FE,full
Toyota,0,crossover,0,4.5,Diesel,yes,2016,Land Cruiser 200,full
Mercedes-Benz,9999,van,127,2.2,Diesel,yes,2005,Vito Ô‡ÒÒ.,rear
BMW,17900,sedan,69,2,Petrol,yes,2008,320,rear
BMW,2500,sedan,242,3,Diesel,no,2001,530,rear
VAZ,3000,hatch,112,1.6,Petrol,yes,2007,2113,front
Land Rover,107000,crossover,82,4.4,Diesel,yes,2014,Range Rover,full
Hyundai,15600,other,134,2.7,Gas,yes,2008,Santa FE,full
Opel,10500,sedan,103,2.2,Gas,yes,2008,Vectra C,front
Mitsubishi,5300,hatch,240,1.8,Petrol,yes,2000,Carisma,front
Volkswagen,7300,van,214,1.9,Diesel,yes,2001,T4 (Transporter) Ô‡ÒÒ.,front
Chevrolet,6000,sedan,132,1.8,Gas,yes,2007,Lacetti,front
Infiniti,14800,crossover,150,3.5,Gas,yes,2005,FX 35,full
Mitsubishi,14999,crossover,115,3,Petrol,yes,2008,Outlander XL,full
BMW,12900,sedan,121,2,Petrol,yes,2007,318,rear
Mercedes-Benz,28500,other,65,1.8,Petrol,yes,2011,E-Class,rear
Renault,11900,other,162,2.3,Other,yes,2011,Master „ÛÁ.,front
BMW,27500,sedan,100,2,Petrol,yes,2012,520,rear
Mitsubishi,16500,crossover,150,3.5,Gas,yes,2008,Outlander XL,full
Hyundai,11300,crossover,166,2,Petrol,yes,2008,Tucson,full
Kia,12000.495,sedan,1,1.4,Petrol,yes,2015,Rio,front
Honda,27802.50525,crossover,1,2.4,Petrol,yes,2016,CR-V,full
Mitsubishi,19400,crossover,78,2.4,Petrol,yes,2012,Outlander XL,full
Volkswagen,28000,crossover,132,2,Diesel,yes,2011,Amarok,full
Kia,16153.8,vagon,1,1.6,Petrol,yes,2016,Ceed,front
Skoda,14356.875,sedan,1,1.6,Petrol,yes,2015,Octavia A7,front
Renault,24193.65,van,1,1.6,Diesel,yes,2015,Trafic Ô‡ÒÒ.,front
Honda,9500,sedan,150,1.8,Petrol,yes,2007,Civic,front
Audi,5300,other,182,2.5,Diesel,no,2002,A4,full
Kia,8500,sedan,120,2,Other,yes,2007,Magentis,front
Chevrolet,5200,sedan,117,1.5,Petrol,yes,2006,Aveo,front
Audi,39999,crossover,45,2,Diesel,yes,2014,Q5,full
Jaguar,32000,sedan,56,2,Petrol,yes,2013,XF,rear
BMW,2899,sedan,260,2,Diesel,no,2000,320,rear
BMW,15500,sedan,216,2,Diesel,yes,2008,320,rear
BMW,13700,sedan,276,3,Diesel,yes,2004,530,rear
BMW,9800,sedan,350,3,Diesel,yes,2001,530,rear
Volkswagen,8200,sedan,258,1.9,Diesel,yes,2004,Passat B5,front
Opel,2500,sedan,125,1.8,Petrol,no,2002,Vectra B,front
Nissan,9800,hatch,79,1.6,Gas,yes,2009,TIIDA,front
Land Rover,27500,crossover,190,3.6,Diesel,yes,2008,Range Rover,full
Land Rover,38000,crossover,130,3.6,Diesel,yes,2010,Range Rover,full
Chevrolet,12500,sedan,64,1.8,Petrol,yes,2013,Cruze,front
Volkswagen,2999,vagon,239,1.9,Diesel,no,2003,Passat B5,front
Skoda,25900,sedan,72,1.8,Petrol,yes,2014,Superb,front
Mercedes-Benz,15250,sedan,210,2.2,Diesel,yes,2006,E-Class,rear
Volkswagen,20500,hatch,800,2,Diesel,yes,2013,Golf VII,front
Mercedes-Benz,6700,van,1,2.2,Diesel,yes,2004,Vito Ô‡ÒÒ.,rear
Mercedes-Benz,295000,sedan,29,6,Petrol,yes,2011,S 600,rear
Land Rover,25000,crossover,175,4.2,Gas,yes,2007,Range Rover,full
Volkswagen,12900,van,180,2,Diesel,yes,2012,T5 (Transporter) „ÛÁ,front
Mazda,9400,sedan,130,1.6,Petrol,yes,2007,3,front
Mercedes-Benz,9999,sedan,80,2.3,Petrol,yes,2002,C-Class,rear
Skoda,9900,hatch,198,1.6,Gas,yes,2007,Octavia A5,front
Chevrolet,5700,hatch,140,1.8,Petrol,yes,2006,Lacetti,front
Subaru,44500,crossover,0,2,Diesel,yes,2016,Outback,full
Mercedes-Benz,33500,van,0,NA,Diesel,yes,2015,Sprinter 316 Ô‡ÒÒ.,rear
Chevrolet,10000,sedan,83,1.8,Gas,yes,2011,Cruze,front
Hyundai,53000,van,1,2.5,Diesel,yes,2016,H1 Ô‡ÒÒ.,full
Mercedes-Benz,8800,sedan,330,5,Petrol,yes,2000,S 500,rear
BMW,7000,sedan,286,2.8,Petrol,yes,2001,520,rear
Volkswagen,45000,sedan,90,3,Diesel,yes,2011,Phaeton,full
Toyota,64000,crossover,128,4.5,Diesel,yes,2013,Land Cruiser 200,full
Skoda,6650,hatch,129,1.4,Petrol,yes,2008,Fabia,front
Audi,43000,other,11,1.8,Petrol,yes,2015,A6,front
Hyundai,11500,sedan,65,1.6,Petrol,yes,2011,Elantra,front
VAZ,4999,vagon,58,1.6,Petrol,yes,2011,2111,front
Opel,11700,van,137,2,Diesel,yes,2012,Vivaro „ÛÁ.,
Honda,8300,sedan,160,2,Petrol,yes,2004,Accord,front
Volkswagen,12700,van,213,2,Diesel,yes,2012,T5 (Transporter) „ÛÁ,front
Honda,19600,sedan,69,2.4,Petrol,yes,2012,Accord,front
Toyota,24500,crossover,260,4.7,Gas,yes,2003,Land Cruiser 100,full
Skoda,22800,sedan,72,1.8,Petrol,yes,2013,Superb,front
Mercedes-Benz,39900,crossover,126,5.5,Petrol,yes,2010,GL 500,full
Chevrolet,59999,other,1,2,Petrol,yes,2016,Camaro,rear
Suzuki,7300,hatch,84,1.3,Petrol,yes,2008,Swift,front
Honda,8800,sedan,240,2,Petrol,yes,2005,Accord,front
Volkswagen,21000,hatch,22,1.2,Other,yes,2014,Golf VII,front
Opel,1650,vagon,296,2,Diesel,no,2001,Astra G,front
Chevrolet,6999,sedan,132,2,Gas,yes,2007,Epica,front
Toyota,25800,sedan,58,2.5,Petrol,yes,2015,Camry,
Suzuki,9200,crossover,128,2,Petrol,yes,2006,Grand Vitara,full
Mitsubishi,9800,crossover,92,2,Petrol,yes,2008,Outlander,full
Toyota,23400,sedan,69,2.5,Gas,yes,2014,Camry,front
Audi,18500,sedan,137,NA,Petrol,yes,2009,A6,front
Toyota,45500,crossover,65,4,Gas,yes,2010,FJ Cruiser,full
Kia,26900,crossover,76,2.2,Diesel,yes,2013,Sorento,full
Audi,4500,vagon,206,2.5,Diesel,no,2003,A6,full
Chevrolet,6300,sedan,120,1.6,Petrol,yes,2007,Lacetti,front
Toyota,28500,sedan,16,2.5,Petrol,yes,2015,Camry,front
Volkswagen,16800,vagon,149,1.4,Gas,yes,2013,Passat B7,front
Volkswagen,23999,sedan,0,1.6,Diesel,yes,2016,Jetta,front
Honda,19700,sedan,73,2.4,Gas,yes,2012,Accord,front
Mercedes-Benz,29500,crossover,180,3.2,Diesel,yes,2008,GL 320,full
Lexus,19999,sedan,82,4.6,Petrol,yes,2008,LS 460,front
Kia,11500,sedan,47,NA,Petrol,yes,2013,Rio,front
Volkswagen,55555,van,63,2,Diesel,yes,2013,Multivan,full
Mazda,10200,crossover,66,2.3,Petrol,yes,2007,CX-7,full
Volkswagen,55555,van,50,2,Diesel,yes,2013,Multivan,full
Volkswagen,55555,van,53,2,Diesel,yes,2013,Multivan,full
Audi,27000,other,222,NA,Diesel,yes,2007,Q7,full
Mercedes-Benz,115000,sedan,49,4.7,Petrol,yes,2014,S 500,full
Ford,10300,van,160,2.2,Diesel,yes,2013,Transit „ÛÁ.,front
Skoda,11900,other,121,1.6,Petrol,yes,2011,Octavia A5,front
Toyota,26250,sedan,17,2.5,Petrol,yes,2015,Camry,front
Honda,13700,sedan,14,1.8,Petrol,yes,2012,Civic,front
Kia,10700,sedan,160,2,Gas,yes,2009,Magentis,
Opel,13500,vagon,138,2,Diesel,yes,2010,Insignia,front
Lexus,33700,crossover,82,3.5,Petrol,yes,2010,RX 350,full
BMW,6900,sedan,280,2,Gas,yes,2000,320,rear
Toyota,24000,sedan,51,2.5,Gas,yes,2014,Camry,front
Lexus,45555,crossover,25,3.5,Petrol,yes,2013,RX 350,full
Lexus,8900,crossover,190,3,Gas,yes,2001,RX 300,full
Audi,52999,crossover,112,4.2,Diesel,yes,2008,Q7,full
Land Rover,49000,crossover,87,5,Petrol,yes,2011,Range Rover,full
Volkswagen,18700,vagon,196,2,Diesel,yes,2011,Passat B7,front
Volkswagen,17999,sedan,80,1.8,Petrol,yes,2012,Passat B7,
Skoda,9600,sedan,140,1.8,Petrol,yes,2008,Superb,front
Hyundai,9950,other,74,2,Petrol,yes,2008,Coupe,front
Toyota,12300,sedan,135,2.4,Petrol,yes,2006,Camry,front
Skoda,12500,sedan,127,1.8,Petrol,yes,2009,Superb,front
Mercedes-Benz,3799,van,350,2.2,Diesel,yes,2000,Vito „ÛÁ.,front
Toyota,10900,sedan,156,NA,Gas,yes,2005,Camry,front
Toyota,27400,crossover,52,3.5,Gas,yes,2012,Venza,full
Lexus,15500,sedan,139,3.5,Petrol,yes,2007,ES 350,
Audi,49500,crossover,44,3,Diesel,yes,2013,Q7,
Toyota,25500,sedan,58,2.5,Petrol,yes,2015,Camry,front
Chevrolet,11900,sedan,40,1.8,Petrol,yes,2011,Cruze,front
Nissan,6900,hatch,140,1.6,Petrol,yes,2007,TIIDA,front
Volkswagen,69990,van,1,5,Diesel,yes,2015,Multivan,full
Volkswagen,69990,van,1,2,Diesel,yes,2015,Multivan,full
Chevrolet,10000,sedan,38,1.8,Petrol,yes,2010,Cruze,front
Audi,48000,crossover,75,3,Diesel,yes,2013,Q7,full
Volkswagen,9000,sedan,130,1.6,Petrol,yes,2012,Polo,front
Volkswagen,9999,hatch,118,1.2,Diesel,yes,2011,Polo,front
Mitsubishi,6700,sedan,155,1.6,Gas,yes,2007,Lancer,front
Hyundai,11100,sedan,63,1.4,Petrol,yes,2013,Accent,front
BMW,32500,vagon,65,2,Petrol,yes,2014,328,rear
Toyota,9999,sedan,250,2.4,Petrol,yes,2003,Camry,front
Mercedes-Benz,0,crossover,0,4.7,Petrol,yes,2016,GLS 500,full
Mazda,7750,sedan,130,1.6,Petrol,yes,2007,3,front
Mitsubishi,6900,sedan,118,1.6,Petrol,yes,2007,Lancer,front
Mazda,10500,crossover,135,2.3,Petrol,yes,2007,CX-7,full
Toyota,15600,sedan,165,3.5,Gas,yes,2008,Camry,front
Skoda,22222,sedan,80,2,Diesel,yes,2014,Octavia A7,front
Honda,20500,crossover,78,2,Gas,yes,2012,CR-V,full
BMW,19990,other,164,NA,Gas,yes,2004,645,
Ford,22000,crossover,95,1.6,Petrol,yes,2013,Kuga,full
Mazda,11900,other,105,2.3,Petrol,yes,2008,CX-7,full
Hyundai,6800,sedan,107,1.4,Gas,yes,2007,Accent,front
Toyota,20999,sedan,77,2.5,Gas,yes,2012,Camry,front
Kia,23000,crossover,70,2.2,Diesel,yes,2013,Sorento,full
Land Rover,0,crossover,56,3,Diesel,no,2014,Range Rover Sport,full
Toyota,22800,other,55,2.5,Petrol,yes,2013,Camry,full
Toyota,14900,sedan,149,3.5,Gas,yes,2008,Camry,front
Kia,11900,crossover,130,2.5,Diesel,yes,2008,Sorento,full
Audi,48000,crossover,126,3,Diesel,yes,2013,Q7,full
Mercedes-Benz,199999,crossover,0,5.5,Petrol,yes,2016,GLS 63,full
Volkswagen,10500,sedan,100,1.8,Petrol,yes,2008,Passat B6,front
Lexus,134999,crossover,0,4.5,Diesel,yes,2016,LX 450,full
Toyota,20900,crossover,69,2.7,Petrol,yes,2008,Land Cruiser Prado,full
Mercedes-Benz,7999,van,255,2.2,Diesel,yes,2004,Vito Ô‡ÒÒ.,front
BMW,47900,crossover,178,4,Diesel,yes,2012,X5,
Honda,16500,crossover,113,2.4,Petrol,yes,2008,CR-V,full
Lexus,17400,crossover,172,3.5,Petrol,yes,2007,RX 350,full
Hyundai,22600,crossover,89,2.2,Diesel,yes,2012,Santa FE,full
Volkswagen,7500,van,317,1.9,Diesel,yes,2008,T5 (Transporter) „ÛÁ,front
Toyota,20800,crossover,70,2.7,Petrol,yes,2008,Land Cruiser Prado,full
Volkswagen,25200,crossover,78,2,Diesel,yes,2012,Tiguan,full
Honda,14500,sedan,78,2,Petrol,yes,2010,Accord,front
Ford,14500,sedan,195,1.6,Petrol,yes,2011,Mondeo,full
Mercedes-Benz,3150,vagon,220,1.7,Other,no,2001,A 170,front
Kia,7700,hatch,120,1.4,Gas,yes,2009,Ceed,front
Renault,7100,van,208,1.5,Diesel,yes,2008,Kangoo Ô‡ÒÒ.,front
Honda,12500,sedan,130,2,Petrol,yes,2008,Accord,front
Volkswagen,23999,sedan,80,1.8,Petrol,yes,2012,Passat CC,
Toyota,32900,crossover,82,2.7,Petrol,yes,2013,Venza,full
Audi,36000,vagon,40,3,Diesel,yes,2010,Q7,full
Mercedes-Benz,23500,van,170,2.2,Diesel,yes,2011,Vito Ô‡ÒÒ.,rear
Ford,16400,crossover,87,2.5,Petrol,yes,2010,Kuga,full
Volkswagen,4700,hatch,160,2,Diesel,no,2006,Golf VI,
Toyota,25000,crossover,115,5.7,Petrol,yes,2007,Tundra,full
Renault,7400,vagon,242,1.5,Diesel,yes,2007,Megane,front
Audi,23000,crossover,180,3.6,Gas,yes,2007,Q7,full
Volkswagen,8650,van,238,2.5,Diesel,yes,2002,T4 (Transporter) Ô‡ÒÒ.,front
Mercedes-Benz,16800,van,116,NA,Other,yes,2013,Vito „ÛÁ.,
Honda,12200,hatch,82,1.8,Petrol,yes,2009,Civic,front
Opel,5490,sedan,180,1.4,Petrol,yes,2007,Astra G,front
Volkswagen,9300,van,220,2.5,Diesel,yes,2003,T4 (Transporter) Ô‡ÒÒ.,front
Hyundai,6500,van,170,1.6,Petrol,yes,2005,Matrix,front
Land Rover,32500,crossover,86,5,Petrol,yes,2010,Range Rover Sport,full
Hyundai,13500,crossover,168,2.2,Diesel,yes,2007,Santa FE,full
Ford,2300,sedan,229,2,Diesel,no,2003,Mondeo,
Mitsubishi,6500,sedan,152,1.6,Petrol,yes,2007,Lancer,front
Volkswagen,11300,van,165,1.9,Diesel,yes,2010,Caddy Ô‡ÒÒ.,front
BMW,17500,vagon,125,3,Diesel,yes,2006,530,full
Land Rover,0,crossover,1,4.4,Diesel,yes,2016,Range Rover,full
Audi,21000,hatch,34,1.4,Petrol,yes,2013,A3,front
Toyota,22999,crossover,152,4,Gas,yes,2008,Land Cruiser Prado,full
BMW,58000,crossover,64,2,Diesel,yes,2015,X5,full
BMW,0,crossover,0,3,Diesel,yes,2016,X5,full
Land Rover,0,crossover,0,3,Diesel,yes,2016,Range Rover Sport,full
Toyota,2499,vagon,254,2,Diesel,no,2000,Avensis,front
Mercedes-Benz,109999,crossover,0,3,Diesel,yes,2016,GLS 350,full
BMW,4000,sedan,230,2,Diesel,no,2003,320,rear
Mazda,11300,other,108,2.3,Petrol,yes,2008,CX-7,full
Audi,15000,vagon,154,2,Diesel,yes,2008,A6,front
Mercedes-Benz,107999,crossover,0,3,Diesel,yes,2016,GLS 350,full
Mazda,2200,vagon,250,2,Diesel,no,2000,626,front
Toyota,9900,sedan,130,2.3,Gas,yes,2006,Camry,front
Volkswagen,32000,sedan,144,3.6,Petrol,yes,2013,Passat CC,full
Mitsubishi,7650,sedan,133,1.5,Gas,yes,2008,Lancer,front
Opel,8100,van,290,1.9,Diesel,yes,2005,Vivaro Ô‡ÒÒ.,
Skoda,12500,sedan,225,1.8,Gas,yes,2009,Superb,front
Audi,19700,crossover,172,3.6,Petrol,yes,2007,Q7,full
Ford,15300,vagon,78,NA,Petrol,yes,2014,Focus,front
Toyota,14000,sedan,25,2.5,Petrol,yes,2014,Camry,front
Renault,8300,van,217,1.9,Diesel,yes,2004,Trafic Ô‡ÒÒ.,front
Kia,6999,hatch,124,1.4,Petrol,yes,2008,Rio,front
Volkswagen,13900,other,170,1.9,Diesel,yes,2006,Multivan,front
Volkswagen,6200,van,180,2,Diesel,yes,2005,Caddy Ô‡ÒÒ.,front
Hyundai,12800,crossover,219,2.7,Gas,yes,2007,Santa FE,full
BMW,69999,crossover,71,4.4,Petrol,yes,2011,X5 M,full
Honda,12500,other,52,2.4,Petrol,yes,2008,Accord,front
Volkswagen,16800,other,164,2,Diesel,yes,2010,T5 (Transporter) Ô‡ÒÒ.,front
Honda,13500,sedan,111,2.4,Gas,yes,2009,Accord,front
Porsche,37500,crossover,42,4.8,Petrol,yes,2009,Cayenne,full
Mitsubishi,11500,sedan,72,2.4,Petrol,yes,2006,Lancer Evolution,full
Mercedes-Benz,69900,sedan,76,6,Petrol,yes,2010,S 65 AMG,rear
Mitsubishi,7300,sedan,137,1.6,Gas,yes,2006,Lancer,front
Volkswagen,9000,sedan,223,2.5,Diesel,yes,2007,T5 (Transporter) Ô‡ÒÒ.,front
Volkswagen,0,hatch,100,2,Petrol,yes,2013,Golf GTI,front
Toyota,13000,crossover,149,2,Petrol,yes,2006,Rav 4,full
Kia,10900,crossover,148,3.3,Gas,yes,2007,Sorento,full
Mazda,11700,vagon,127,2.3,Petrol,yes,2006,CX-7,front
Volkswagen,9200,vagon,107,1.6,Petrol,yes,2010,Golf Variant,front
Tesla,61900,sedan,22,NA,Other,yes,2013,Model S,rear
Toyota,15700,sedan,108,NA,Petrol,yes,2008,Camry,front
Hyundai,9250,crossover,192,2,Diesel,yes,2008,Tucson,full
Kia,15200,vagon,87,1.6,Diesel,yes,2013,Ceed,front
Ford,26900,crossover,47,2,Diesel,yes,2015,Kuga,full
Subaru,43900,vagon,0,2,Diesel,yes,2016,Outback,full
Skoda,10900,vagon,95,2,Petrol,yes,2008,Octavia A5,full
Volkswagen,17777,van,250,2,Diesel,yes,2010,T5 (Transporter) Ô‡ÒÒ.,full
Hyundai,13838.175,hatch,1,1.6,Diesel,yes,2015,i30,front
Kia,19395.675,crossover,1,1.7,Diesel,yes,2015,Sportage,front
Nissan,16431.675,crossover,1,1.6,Petrol,yes,2015,Juke,front
Toyota,16672.5,hatch,1,1.6,Petrol,yes,2016,Auris,front
